id,name,symbol,data_added,last_updated,price,volume_24h,circulating_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d
1597,Dev Protocol,DEV,2020-07-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.7111071821575266e-01,+4.0091826027000002e+02,+1.1180047245744001e+06,+1.2800887055313360e+07,+1.2729090000000000e+07,-4.8425810000000000e-02,-3.5939276960000001e+01,-2.9469171910000000e+01
1598,Bitgesell,BGL,2020-06-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9421375693685257e-02,+1.3386736007100001e+03,+1.6157930356748421e+07,+1.6414415366748421e+07,+2.1000000000000000e+07,-7.5169061000000004e-01,-3.6267832800000002e+00,-2.0101671769999999e+01
1599,Bottos,BTO,2018-01-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1603892622140063e-03,+6.5232279472119997e+04,+5.4600015325999999e+08,+0.0000000000000000e+00,,-6.7773256000000004e-01,-3.1059396499999998e+00,+9.7008037130000005e+01
1600,Aston Martin Cognizant Fan Token,AM,2021-07-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.8026346910254366e-01,+5.4613052713689998e+04,+1.6623190000000000e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,+1.7887008000000000e+00,+3.3102167999999998e-01,-1.7276351900000000e+00
1601,QChi,QCH,2018-10-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9256982571705512e-02,+0.0000000000000000e+00,+3.2756239836262949e+07,+9.2000000000000000e+07,,-1.1713782000000000e-01,+8.8595290999999998e-01,-7.1951948300000002e+00
1602,Alfa Romeo Racing ORLEN Fan Token,SAUBER,2021-07-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.7766746991687888e-01,+2.5606423384271999e+05,+1.6599380000000000e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,+1.5404367999999999e-01,+2.4922775100000001e+00,-2.1560223299999999e+00
1603,OnGo,FTG,2021-11-10T17:28:39.000Z,2023-02-12T02:18:00.000Z,+5.3773983806133137e-03,+2.7836209338045999e+05,+1.1494081200000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.2327540000000000e-02,+3.6742292939999999e+01,+2.1180944660000002e+01
1604,PUMLx,PUMLX,2022-09-04T06:52:28.000Z,2023-02-12T02:18:00.000Z,+2.2300064406170574e-02,+3.9709460542029998e+05,+2.7392155000000000e+07,+4.9614285800000000e+08,+5.0000000000000000e+08,-1.9178501000000001e-01,+2.4676734100000002e+00,-8.6695913200000003e+00
1605,eXPerience Chain,XPC,2019-02-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.6803392125918539e-06,+0.0000000000000000e+00,+9.1090814961000000e+10,+1.1321546133300000e+11,,-1.4694984999999999e-01,+1.1123260500000001e+00,+1.5222418700000000e+00
1606,Aston Villa Fan Token,AVL,2021-11-24T14:19:31.000Z,2023-02-12T02:18:00.000Z,+6.7612299777914298e-01,+1.3106338583521001e+05,+9.0295900000000000e+05,+1.0000000000000000e+07,+1.0000000000000000e+07,+5.4079969999999998e-02,-8.6863969999999999e-02,-7.9105541900000000e+00
1607,Spores Network,SPO,2021-07-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.7508822311180938e-04,+1.0137487550465000e+05,+1.0583024320000000e+09,+5.0000000000000000e+09,+5.0000000000000000e+09,-3.2174608999999998e-01,+2.4089129900000001e+00,+4.1166806010000002e+01
1608,Carbon,CRBN,2020-12-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8373491847776056e-02,+1.5987563029749999e+04,+3.3140871780179601e+07,+5.0000000000000000e+07,+5.0000000000000000e+07,-4.8077820000000000e-02,-1.0393310000000000e-01,-4.4583374700000000e+00
1609,LINKA,LINKA,2019-11-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.7219435138120285e-04,+1.6988273617850002e+04,+6.9415002000000000e+08,+2.0000000000000000e+09,,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1610,AGA Token,AGA,2020-08-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.5800594761990285e-02,+1.7946407380000000e+01,+1.0842984000000000e+07,+5.9999994000000004e+06,+1.0900000000000000e+07,+4.7490520000000001e-02,+1.0992612399999999e+00,-4.2756758100000001e+00
1611,Essentia,ESS,2018-07-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.2163858090498780e-04,+1.5396424626610000e+04,+1.4286684140540123e+09,+1.7553133730000000e+09,,-1.8333538999999999e-01,+2.7198720000000001e+00,-1.1987325600000000e+01
1612,OneRoot Network,RNT,2018-01-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1164242811565147e-03,+1.0471546232486000e+05,+2.8407381671585602e+08,+4.0000000000000000e+08,,+1.1755588500000000e+00,+9.8159147999999998e+00,+2.8091957910000001e+01
1613,Goldcoin,GLC,2013-06-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3767509854328954e-02,+5.8881897242000002e+02,+4.3681421999971457e+07,+4.4050154999971412e+07,+7.2245700000000000e+07,-2.5613264800000000e+00,-3.4664100400000000e+00,-1.9305953070000001e+01
1614,HollyGold,HGOLD,2021-01-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3277599225758918e-01,+3.2852269540299999e+03,+4.5185990564783597e+06,+1.0000000000000000e+09,+1.0000000000000000e+08,-8.8827400000000001e-03,+1.7016037100000001e+00,-5.8314253300000001e+00
1615,ATLANT,ATL,2017-11-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1073476188935146e-02,+0.0000000000000000e+00,+5.4175040677754886e+07,+5.4175040677754954e+07,+5.4175041000000000e+07,-1.2416841000000001e-01,+1.1132710100000001e+00,-7.8805877600000001e+00
1616,Litex,LXT,2018-08-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.9905995277211626e-04,+6.8613710583270004e+04,+2.0000000000000000e+09,+2.0000000000000000e+09,,+1.0176027200000000e+00,+5.2892605100000001e+00,+3.1073046500000001e+00
1617,Burency,BUY,2020-08-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.0783900037366979e-03,+4.3891370605700002e+04,+1.9387822401706946e+08,+7.0000000000000000e+08,+7.0000000000000000e+08,-7.0222176999999997e-01,+1.0133383700000000e+00,-1.0455058360000001e+01
1618,Chain of Legends,CLEG,2022-06-07T07:23:50.000Z,2023-02-12T02:18:00.000Z,+1.2627601180647756e-02,+2.3231804750730000e+04,+4.7152926000000000e+07,+8.8696579200000000e+08,+1.0000000000000000e+09,-3.5683077000000002e-01,-8.9627789999999999e-02,-7.5808070200000000e+00
1619,Medicalchain,MTN,2018-02-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8378701374249567e-03,+1.5402668287930001e+04,+3.2094876125929999e+08,+5.0000000000000000e+08,,+7.3153319999999994e-02,+5.1307164700000003e+00,+1.8039193740000002e+01
1620,Open Platform,OPEN,2018-05-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.5360781054493576e-04,+1.5677472486639999e+04,+1.0616104215587000e+09,+1.7454470450000000e+09,,-4.1763804999999998e-01,+9.9133905000000000e-01,+9.7966517199999998e+00
1621,XY Finance,XY,2021-12-14T01:36:56.000Z,2023-02-12T02:18:00.000Z,+6.5267550208179481e-02,+2.8862027894539999e+04,+8.9964151500000004e+06,+1.0000000000000000e+08,+1.0000000000000000e+08,-5.0345529999999999e-02,+1.9984928399999999e+00,-3.4236174099999999e+00
1622,RigoBlock,GRG,2020-07-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1700977426461990e-01,+2.1708190320000000e+01,+2.7010631199086001e+06,+7.0080530000000000e+06,,-1.2696457999999999e-01,-3.2377951000000000e+00,-1.3236134860000000e+01
1623,Aryacoin,AYA,2019-05-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.6371993268023576e-03,+1.4801106126180001e+04,+1.6045955855857101e+08,+2.0045955355857101e+08,+1.2000000000000000e+09,-1.5496913000000001e-01,-7.0557557299999996e+00,-3.0090751010000002e+01
1624,HempCoin,THC,2014-06-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1804858784530072e-03,+2.1806364758999999e+02,+2.6746788487660000e+08,+2.6760303507100001e+08,+3.0000000000000000e+08,-1.1118453000000000e-01,+6.9428917999999995e-01,-8.4381138799999995e+00
1625,Oikos,OKS,2020-07-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.9917327878750625e-03,+6.4173741990400003e+03,+1.0988671100000000e+08,+2.1729319700000000e+08,+0.0000000000000000e+00,-6.8089143500000002e+00,+3.2875360599999999e+00,-2.6278869550000000e+01
1626,FlypMe,FYP,2017-10-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.2750897894364167e-02,+0.0000000000000000e+00,+1.7638681000000000e+07,+3.5277362718599997e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,+8.1165532760000005e+01
1627,Cyclone Protocol,CYC,2021-02-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1935670602609918e+01,+1.4268499814199999e+03,+2.6282012287130001e+04,+2.6282012287130001e+04,+5.0000000000000000e+04,-1.2411314200000001e+00,+5.9452298000000003e-01,-7.3218723900000002e+00
1628,Scala,XLA,2018-04-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.6427357739682475e-05,+5.4639961447999997e+02,+1.0202198968450001e+10,+1.4002198968450001e+10,,+5.0563359800000001e+00,+7.3580696699999999e+00,-1.2880509400000000e+00
1629,UREEQA,URQA,2021-03-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0669208128691888e-02,+2.3662843756799998e+03,+2.7700089000000000e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.5857790999999999e-01,+1.4330557799999999e+00,-2.2330466760000000e+01
1630,Cornichon,CORN,2020-11-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9295850371138627e-02,+2.1681490657000001e+02,+1.4556488630560080e+07,+1.4798337256052440e+07,+1.9761774000000000e+07,+2.4967520000000000e-02,+2.8950434000000003e-01,+1.4656393900000000e+00
1631,Ryo Currency,RYO,2018-07-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3082915270718042e-02,+1.6166981271000000e+02,+4.3564451803230777e+07,+4.3681764140000001e+07,+8.8188888000000000e+07,-1.1118453000000000e-01,-7.0514253800000004e+00,-5.0239418499999999e+00
1632,Centaur,CNTR,2020-10-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.4245552149415213e-04,+2.2736150332190002e+04,+3.9812916660000000e+09,+6.0000000000000000e+09,+6.0000000000000000e+09,-5.0157609999999998e-02,+6.5936908599999997e+00,+1.6485084000000001e+01
1633,HitChain,HIT,2018-08-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.2074212042176870e-06,+1.2309956979670000e+04,+6.1440000000000000e+10,+1.0240000000000000e+11,,-3.4409684000000001e-01,+7.3091756800000001e+00,+1.5063331400000000e+00
1634,Lokr,LKR,2021-04-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1940509358509733e-02,+2.1691941754840000e+05,+2.5628273070015252e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-4.8422409999999999e-02,+7.3905705599999996e+00,-2.3823045420000000e+01
1635,Game.com,GTC,2018-01-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.3732006367715401e-04,+2.2878210061450001e+04,+7.6144418976188803e+08,+2.0000000000000000e+09,,-2.4329079100000000e+00,-3.1089925300000001e+00,-6.9419839500000000e+00
1636,Orient Walt,HTDF,2020-01-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.0342096825223325e-03,+0.0000000000000000e+00,+9.2944196474832729e+07,+9.6000000000000000e+07,+9.6000000000000000e+07,+4.0481700000000002e-03,+7.1905800000000002e-03,+3.7402999999999998e-03
1637,Davis Cup Fan Token,DAVIS,2021-11-24T14:12:53.000Z,2023-02-12T02:18:00.000Z,+1.2251463580767095e+00,+1.4915181340459001e+05,+4.5609700000000000e+05,+1.0000000000000000e+07,+1.0000000000000000e+07,+4.5695539000000002e-01,+9.6164377000000001e-01,-7.4524723799999997e+00
1638,EUNO,EUNO,2018-08-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.2204317617678375e-05,+0.0000000000000000e+00,+6.7885905081786432e+09,+6.7885905081786432e+09,+8.0000000000000000e+09,-1.1118453000000000e-01,+6.9428917999999995e-01,-2.6340569689999999e+01
1639,FedoraCoin,TIPS,2013-12-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.6244366427607969e-06,+1.0994401523510000e+04,+2.1226986543428400e+11,+4.8275990761112402e+11,,-1.5609158000000001e-01,-8.6549535000000000e-01,-1.1289577070000000e+01
1640,Kira Network,KEX,2020-09-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.3951583226360010e-02,+1.8371945471016999e+05,+1.2532083000000000e+07,+3.0000000000000000e+08,+3.0000000000000000e+08,-4.8018180000000001e-02,+2.8268922299999999e+00,-5.5480692500000002e+00
1641,BlackHat,BLKC,2021-06-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.8161555806439398e-02,+1.1282279735707000e+05,+9.4454480000000000e+06,+1.0318688699999999e+07,+2.1000000000000000e+07,+2.7067013000000001e-01,+3.8608424210000003e+01,+9.9194870260000002e+01
1642,Unicly Hashmasks Collection,UMASK,2021-04-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.4591679325908917e-03,+0.0000000000000000e+00,+1.0000000000000000e+08,+1.0000000000000000e+08,+1.0000000000000000e+08,-7.2953909999999997e-02,+1.2739539900000001e+00,-8.0741718700000007e+00
1643,YF Link,YFL,2020-08-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.9820010992164558e+00,+7.9007335100000002e+00,+5.4532309744880004e+04,+5.7000000000000000e+04,+5.2000000000000000e+04,+4.0481700000000002e-03,+2.5552406300000001e+00,+2.4598917380000000e+01
1644,PUTinCoin,PUT,2016-07-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5759661021627676e-04,+4.2429025260000003e+01,+1.1887508324473600e+09,+2.0109156990000000e+10,+9.0000000000000000e+10,-5.0894309999999998e-02,+1.1322769699999999e+00,-1.7581873890000001e+01
1645,Cat Token,CAT,2020-08-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.2906810577623016e-02,+6.6496046560000002e+02,+6.5276070000000000e+06,+1.5000000000000000e+07,+1.5000000000000000e+07,-4.8425810000000000e-02,-2.6851722800000002e+00,-9.0605819299999997e+00
1646,FLIP,FLP,2018-05-04T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.6377301470049869e-03,+0.0000000000000000e+00,+5.5955000000000000e+07,+1.0000000000000000e+08,,-9.6133960000000004e-02,+7.3496653000000001e-01,+4.5027240380000002e+01
1647,CryptoZoon,ZOON,2021-08-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.4360491085053403e-04,+8.8862063605040006e+04,+7.2330930121064317e+08,+9.9795968845400000e+08,,-3.7723586999999997e-01,-3.2609411999999999e-01,-7.8544335099999998e+00
1648,Karbo,KRB,2016-08-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.6001226607728390e-02,+1.8472034122099999e+03,+9.5987291241305303e+06,+9.6057586938280705e+06,,+4.0481700000000002e-03,+2.4682062660000000e+01,-1.0125049450000001e+01
1649,Rainbow Token,RAINBOW,2021-09-27T21:27:51.000Z,2023-02-12T02:18:00.000Z,+6.2453190878637099e-10,+1.4889097360400001e+03,+8.6039783723026262e+14,+1.0000000000000000e+15,+1.0000000000000000e+15,+9.9205705500000008e+00,-4.3546870999999996e+00,+2.7227265939999999e+01
1650,Hush,HUSH,2016-12-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.4649435261136065e-02,+9.3631566685999996e+02,+1.1991948000000000e+07,+2.1000000000000000e+07,+2.1000000000000000e+07,-1.0590553000000000e-01,-5.8420332799999999e+00,-1.7842290000000000e-02
1651,BollyCoin,BOLLY,2021-12-09T08:59:22.000Z,2023-02-12T02:18:00.000Z,+1.3378581492436557e-02,+1.1326561526500000e+04,+3.9781363000000000e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.2548900000000000e-03,-3.8824434700000001e+00,-5.8827965000000004e+00
1652,Ares Protocol,ARES,2021-03-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3022472861625618e-03,+3.0140790622159999e+04,+2.3117922178937343e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.7408931000000000e-01,+6.2191175699999999e+00,+1.2234976600000000e+01
1653,yieldwatch,WATCH,2021-03-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7547184251976789e-02,+9.5472051489999998e+01,+1.9275543789453220e+07,+2.0000000000000000e+07,+2.0000000000000000e+07,-2.0897220000000000e-01,+7.6441583999999996e-01,-6.1512355599999999e+00
1654,Elemon,ELMON,2021-09-06T09:21:51.000Z,2023-02-12T02:18:00.000Z,+5.6098711087298825e-03,+2.0567830898600000e+03,+9.4275000000000000e+07,+2.0000000000000000e+09,+2.0000000000000000e+09,-3.6109166999999998e-01,+3.6237068000000000e-01,-3.4874369600000001e+00
1655,DigitalNote,XDN,2014-06-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.6013233722273150e-05,+1.7658249399999999e+01,+8.0052545988491716e+09,+8.0740433231647329e+09,+1.0000000000000000e+10,+6.4559222500000004e+00,+7.1905800000000002e-03,+1.5796662059999999e+01
1656,Orbitcoin,ORB,2013-12-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6375448947182084e-01,+2.5652392000000002e+00,+3.2206162792250002e+06,+3.2206162792250002e+06,+3.7700000000000000e+06,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1657,Crowny,CRWNY,2021-04-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1349847448097069e-03,+9.1073191792459998e+04,+4.6219188924000001e+08,+8.1309798824000001e+08,+8.1309798800000000e+08,-6.7210259999999994e-02,+7.4855424199999998e+00,+1.2193575530000000e+01
1658,MoneroV ,XMV,2019-05-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9406324318231763e-01,+3.6870543900000001e+00,+2.7000000000000000e+06,+1.3598604127477000e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1659,FRAKT Token,FRKT,2021-10-11T06:35:11.000Z,2023-02-12T02:18:00.000Z,+1.1025600312065728e-01,+3.1878893054599998e+03,+4.7272870000000000e+06,+5.0000000000000000e+07,,-4.1253199999999997e-02,+8.7903939799999993e+00,-1.5214717790000000e+01
1660,X-CASH,XCASH,2018-09-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.3016642408313200e-06,+1.2423880390000001e+01,+6.2820378619000000e+10,+6.2820378619000000e+10,+1.0000000000000000e+11,+4.0481700000000002e-03,+1.9942179099999999e+00,+1.0751389690000000e+01
1661,DAPS Coin,DAPS,2018-09-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.9399921016573289e-06,+2.9917978900000000e+00,+5.7977796500000000e+10,+6.2671336200000000e+10,+7.0000000000000000e+10,-1.1118453000000000e-01,+6.9428917999999995e-01,-6.6068761599999997e+00
1662,U Network,UUU,2018-04-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.1540710140822927e-05,+1.0046391660727400e+06,+9.9946000000000000e+09,+1.0000000000000000e+10,,-7.4988660300000003e+00,+7.2470157529999994e+01,+1.1623769224000000e+02
1663,Hakka.Finance,HAKKA,2020-08-17T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3351736296632701e-03,+2.0261422692100000e+03,+3.8801827610620505e+08,+6.3598251300000000e+08,,-4.1761460000000000e-02,+9.8542956099999994e+00,-1.5955071700000001e+00
1664,X8X Token,X8X,2018-08-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.2745115394844935e-03,+1.1102006757199999e+03,+8.2522340863575637e+07,+8.5240628000000000e+07,,+9.1106399999999997e-03,-1.9369502120000000e+01,-4.4637362779999997e+01
1665,FantomStarter,FS,2021-10-26T03:45:40.000Z,2023-02-12T02:18:00.000Z,+4.9103433842473381e-03,+6.8072381400200002e+03,+1.0350634900000000e+08,+9.7864825000000000e+08,,+6.2753124000000005e-01,+9.8010611599999997e+00,-2.8178919619999999e+01
1666,Curate,XCUR,2020-12-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.0076451099179834e-02,+1.8264806958735999e+05,+8.4596614951649401e+06,+5.0000000000000000e+07,+6.0000000000000000e+07,+5.2908109000000003e-01,+6.5179342800000004e+00,+1.0158214800000000e+01
1667,Sao Paulo FC Fan Token,SPFC,2021-11-17T03:18:00.000Z,2023-02-12T02:18:00.000Z,+2.5913125829084110e-01,+9.9109192538200004e+04,+1.9470000000000000e+06,+2.0000000000000000e+07,,-1.7788737200000000e+00,+1.3883787999999999e+00,-3.3670452399999999e+00
1668,Minswap,MIN,2021-10-15T14:39:28.000Z,2023-02-12T02:18:00.000Z,+2.0055885159926901e-02,+0.0000000000000000e+00,+2.5000000000000000e+07,+5.0000000000000000e+09,+5.0000000000000000e+09,-1.6588395000000000e-01,+5.1442409199999997e+00,-7.8176756999999997e-01
1669,Rublix,RBLX,2018-04-30T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3958690831468277e-02,+5.1958347220000000e+01,+2.0745871356073610e+07,+1.0000000000000000e+08,,+9.1106399999999997e-03,+2.0329758000000000e+00,-2.1398262699999999e+00
1670,Ixcoin,IXC,2013-05-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3113150311601879e-02,+0.0000000000000000e+00,+2.1312520000000019e+07,+2.1314768000000019e+07,,-1.1118453000000000e-01,+6.9428917999999995e-01,-1.0410216040000000e+01
1671,Opium,OPIUM,2021-01-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1675153023980731e-01,+2.3852891554580001e+04,+4.1612040000000000e+06,+0.0000000000000000e+00,+1.0000000000000000e+08,-2.0958073800000001e+00,-3.4954594299999999e+00,-1.1506925340000000e+01
1672,Everton Fan Token,EFC,2021-11-24T14:03:12.000Z,2023-02-12T02:18:00.000Z,+5.2764635044799846e-01,+1.1214230944811000e+05,+9.2922300000000000e+05,+1.0000000000000000e+07,+1.0000000000000000e+07,-5.2427027999999998e-01,-5.2159856999999998e-01,-7.6192478100000001e+00
1673,Naka Bodhi Token,NBOT,2019-06-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.0011154845824085e-03,+1.3065730279010000e+04,+7.0000000000000000e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.2548081499999999e+00,-7.4853264900000003e+00,-6.0885216099999999e+00
1674,Kaby Arena,KABY,2021-07-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.6204864161708843e-04,+1.3484715107120001e+04,+6.3850243700000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-3.3693800000000003e-02,-1.4726420300000000e+00,+1.4467430999999999e+00
1675,Corra.Finance,CORA,2021-05-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.2346484523913843e-01,+1.3941700223999999e+02,+1.5000000000000000e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,+4.0481700000000002e-03,+6.3542434500000002e+00,-1.4891553650000001e+01
1676,Realio Network,RIO,2020-06-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.3779635597999993e-02,+5.3492753466192004e+05,+6.5685150792934997e+06,+7.5000000000000000e+07,+7.5000000000000000e+07,-1.1772696600000001e+00,+4.6472499000000003e+00,-4.9214712799999996e+00
1677,Ancient Raid,RAID,2022-08-23T07:35:25.000Z,2023-02-12T02:18:00.000Z,+7.9329508902822969e-03,+2.0477400667020000e+04,+6.0964707939336397e+07,+2.7261674700000000e+08,+3.0000000000000000e+08,-6.3087218000000000e-01,+8.0676580900000001e+00,-1.7235948830000002e+01
1678,HYCON,HYC,2018-08-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8013611202093020e-04,+3.8178071555045003e+05,+2.6765821360837464e+09,+5.0000000000000000e+09,+5.0000000000000000e+09,-2.3527784199999999e+00,+1.4613509960000000e+01,+5.5264427830000002e+01
1679,Nuco.cloud,NCDT,2020-09-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9185846200918844e-02,+4.5555009079980002e+04,+2.5000000000000000e+07,+5.0000000000000000e+07,+5.0000000000000000e+07,-3.9060898999999999e-01,-1.3403656799999999e+00,-1.7379496800000001e+00
1680,Odyssey,OCN,2018-01-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.9922315628061176e-05,+2.4762975249530002e+04,+8.0000000000000000e+09,+1.0000000000000000e+10,,+1.2034346000000000e+00,-2.1203696500000002e+00,-5.7539499000000003e+00
1681,PolkaWar,PWAR,2021-07-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.8450676241748574e-03,+2.4847484739539001e+05,+8.2822168000000000e+07,+8.2822168000000000e+07,+1.0000000000000000e+08,+8.6243517000000003e-01,+7.5091042600000000e+00,-1.5196931110000000e+01
1682,Patientory,PTOY,2017-06-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.8427638949153553e-03,+5.8089936624100001e+03,+7.0000000000000000e+07,+1.0000199999993999e+08,,-5.0675530000000003e-02,-1.5386786400000001e+00,-1.1443460310000001e+01
1683,Link Machine Learning,LML,2018-12-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9759944855463939e-03,+2.6207055780100000e+03,+1.2000000000000000e+08,+4.0000000000000000e+08,,-5.6274619999999997e-02,+1.0976008530000000e+01,+2.4539604990000001e+01
1684,KIWIGO,KGO,2021-03-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1186210034475353e-02,+9.9051354950599998e+03,+4.2438195949919999e+07,+1.0000000000000000e+09,+4.9899890000000000e+07,-3.6109166999999998e-01,+1.0740314050000000e+01,-1.2326115350000000e+01
1685,PlotX,PLOT,2020-10-15T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.1576181274962932e-03,+1.2729379083568000e+05,+6.6318562000000000e+07,+2.0000000000000000e+08,+2.0000000000000000e+08,-3.0177110000000000e-02,+5.1587183000000003e-01,-2.6460855699999999e+00
1686,FidexToken,FEX,2019-04-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5325549029987282e-05,+0.0000000000000000e+00,+3.0948335553000000e+10,+3.2948335553000000e+10,,-1.2696457999999999e-01,+1.2039727800000000e+00,-8.1503998200000005e+00
1687,PowerTrade Fuel,PTF,2020-09-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0326394070673621e-02,+6.7388971636799997e+03,+2.3311586037319731e+07,+4.0000000000000000e+08,,-3.6850847099999999e+00,-1.4737477990000000e+01,+1.6216087779000000e+02
1688,Binamon,BMON,2021-06-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.0574213551766280e-03,+5.7704581567670000e+04,+1.1545394900000000e+08,+2.3171330700000000e+08,+3.0000000000000000e+08,-3.1065925000000000e-01,+4.8972567000000000e-01,-8.8372563900000003e+00
1689,BitcoinHD,BHD,2019-05-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.6425321041195329e-02,+1.1391030876826000e+05,+6.0830163499999996e+06,+6.3394650000000000e+06,+2.1000000000000000e+07,+2.1702008400000001e+00,+9.8519139000000000e-01,-8.6298481799999998e+00
1690,Electrify.Asia,ELEC,2018-03-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.7471507773883878e-04,+1.5120150855579999e+04,+5.2959177860186422e+08,+7.4999994527241850e+08,,-2.3001790000000001e-02,+7.8868874900000003e+00,+1.1654915660000000e+01
